News_Agency,Tweet_text,Tweet_Date_Timestamp,Compound_sentiment_score,Positive_sentiment_score,Negative_sentiment_score,Neutral_sentiment_score
CBS,RT @CBSNews: Speculation over Gary Cohn's tenure in the White House ramped up last week after Pres. Trump announced the 25 percent tariff o…,2018-03-07 01:12:46+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews @j_breen697,2018-03-07 01:12:46+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: Amazon founder and CEO Jeff Bezos moves to top spot on Forbes' annual billionaires list, becoming the first centibillionaire o…",2018-03-07 01:12:49+00:00,0.3612,0.149,0.0,0.851
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:12:56+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews Just sue the drug companies ( like they did in Ohio)....Yea.. that'll solve the problem,2018-03-07 01:12:56+00:00,0.1531,0.226,0.142,0.632
CBS,RT @CBSNews: CBS News investigates the mining of cobalt used in many lithium ion batteries. More than half the world's cobalt comes from th…,2018-03-07 01:13:04+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:13:09+00:00,0.0,0.0,0.0,1.0
CBS,"@CBSNews The man restraining the woman in the photo was heard begging the woman for a Dodgers World Series victory, and a winning lotto ticket....",2018-03-07 01:13:16+00:00,0.5267,0.134,0.0,0.866
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:13:20+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:13:21+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: The little girl who was photographed looking awestruck at Michelle Obama's portrait got to meet -- and dance -- with the forme…,2018-03-07 01:13:27+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:13:31+00:00,0.0,0.0,0.0,1.0
CBS,"@CBSNews Let's see. Safe and supervised injection sites, prescription heroin and legal mj, crack down on doctors and pharma and stop judging.",2018-03-07 01:13:35+00:00,-0.25,0.158,0.194,0.647
CBS,@MSNBC @CNN @ABCPolitics @CBSNews @NBCPolitics  PLEASE PLEASE PLEASE stop giving Scaramucci a platform and buying into this sophomoric BS from DC and more importantly trump and the White House!!!,2018-03-07 01:13:48+00:00,0.9147,0.382,0.056,0.562
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:13:50+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:14:19+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:15:08+00:00,-0.4019,0.1,0.199,0.701
CBS,RT @CBSNews: CBS News investigates the mining of cobalt used in many lithium ion batteries. More than half the world's cobalt comes from th…,2018-03-07 01:15:12+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:15:16+00:00,-0.4019,0.1,0.199,0.701
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:15:18+00:00,-0.4019,0.1,0.199,0.701
CBS,@CBSNews Where was the concern when the crack epidemic flooded the black and brown communities. Where was the outrage?! Oh I forgot Ya'll put it there! Ijs......,2018-03-07 01:15:22+00:00,0.0,0.0,0.0,1.0
CBS,@stormylynnlehto @CBSNews https://t.co/oVQSJd0U5T check this out,2018-03-07 01:15:29+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: ""I find it hard to believe."" Two grandsons of former U.S. president John Tyler are still around nearly 175 after Tyler became…",2018-03-07 01:15:35+00:00,-0.1027,0.0,0.057,0.943
CBS,@CNN @maddow @MSNBC @nytimes @NBCNews @CBSNews @abcnews @washingtonpost https://t.co/uSLbP8qHBU,2018-03-07 01:15:44+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: Amazon founder and CEO Jeff Bezos moves to top spot on Forbes' annual billionaires list, becoming the first centibillionaire o…",2018-03-07 01:15:45+00:00,0.3612,0.149,0.0,0.851
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:15:51+00:00,-0.4019,0.1,0.199,0.701
CBS,"@CBSNews Sure there is one easy solution from the NRA playbook, the solution  to the gun problem is more guns, the solution to the opioid crisis must be more drugs.",2018-03-07 01:15:54+00:00,0.2263,0.279,0.212,0.508
CBS,RT @CBSNews: The little girl who was photographed looking awestruck at Michelle Obama's portrait got to meet -- and dance -- with the forme…,2018-03-07 01:16:00+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: MOMENTS AGO: President Trump speaks on possible talks with North Korea https://t.co/71XSXGktQj https://t.co/f4weComftB,2018-03-07 01:16:11+00:00,0.0,0.0,0.0,1.0
CBS,"#StopAntipolonism #ReparationsForPoland #SurvivorsReveal #GermanDeathCamps  
@guardian @observer @Telegraph @USATODAY @CBSNews @CBSEveningNews @nbc @NBCUniversal @NBCNews @washingtonpost @nytimes @WSJ @AP @WashTimes @IsraeliPM @BBCWorld @CNN  @Jerusalem_Post @ronenbergman https://t.co/zyAMrebjGw",2018-03-07 01:16:11+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:16:11+00:00,-0.4019,0.1,0.199,0.701
CBS,@CBSNews that was so sweet of them,2018-03-07 01:16:13+00:00,0.5949,0.392,0.0,0.608
CBS,"@FallingdownAl @CBSNews Oh you tricked me so good bro! It’s a good thing me and my magic 8 ball isn’t the special prosecutor!  Anyways, anyone with half a brain can see Donnie and his incompetent cronies are in serious legal jeopardy. Especially with a guy like Mueller on the case. Care to refute?",2018-03-07 01:16:24+00:00,0.8415,0.263,0.139,0.598
CBS,"RT @DjLots3: @Acosta Part of the govt DOES control the nation.The Dems have their very own networks-@CNN @MSNBC @CBSNews  @NBCNews @ABC
So…",2018-03-07 01:16:26+00:00,0.0,0.0,0.0,1.0
CBS,"Stormy Daniels sues Trump, says 'hush agreement' invalid because he never signed https://t.co/ZBwLVBb5OA @BBCBreaking @cnnbrk @MSNBC @maddow @Lawrence @FoxNews @CBSNews @CBCNews  @ABC @MariaTCardona @Morning_Joe @morningmika @IvankaTrump @realDonaldTrump @RWPUSA @SenSchumer @nbc",2018-03-07 01:16:34+00:00,0.4939,0.099,0.0,0.901
CBS,"#StopAntipolonism #ReparationsForPoland #SurvivorsReveal #GermanDeathCamps  
@guardian @observer @Telegraph @USATODAY @CBSNews @CBSEveningNews @nbc @NBCUniversal @NBCNews @washingtonpost @nytimes @WSJ @AP @WashTimes @IsraeliPM @BBCWorld @CNN  @Jerusalem_Post @ronenbergman https://t.co/54mMXA9sYq",2018-03-07 01:16:35+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:16:48+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: Two people have been arrested after appearing at the Texas church where more than two-dozen worshipers were gunned down and cl…,2018-03-07 01:16:49+00:00,-0.235,0.082,0.118,0.8
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:16:57+00:00,-0.4019,0.1,0.199,0.701
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:17:10+00:00,-0.4019,0.1,0.199,0.701
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:17:12+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews Musically overdone but brilliant to see humans at their altruistic best.,2018-03-07 01:17:16+00:00,0.9186,0.524,0.0,0.476
CBS,"RT @CBSNews: The USS Lexington, nicknamed ""Lady Lex,"" was crippled during a battle in 1942 and was just found off the coast of Australia, 2…",2018-03-07 01:17:26+00:00,-0.3818,0.0,0.102,0.898
CBS,"RT @CBSNews: ""I find it hard to believe."" Two grandsons of former U.S. president John Tyler are still around nearly 175 after Tyler became…",2018-03-07 01:17:32+00:00,-0.1027,0.0,0.057,0.943
CBS,RT @CBSNews: Florida state Senate has approved new gun legislation in response to last month’s shooting that killed 17 people. The Marjory…,2018-03-07 01:17:34+00:00,-0.6249,0.098,0.24,0.662
CBS,RT @CBSNews: CBS News investigates the mining of cobalt used in many lithium ion batteries. More than half the world's cobalt comes from th…,2018-03-07 01:17:41+00:00,0.0,0.0,0.0,1.0
CBS,@traum_philip @ItsQueenCake @AjitPaiFCC @CBSNews I see you’re going into a mental breakdown posting random shit you found on your computer.,2018-03-07 01:17:42+00:00,-0.5574,0.0,0.175,0.825
CBS,@CBSNews https://t.co/NQ6FAcvQ2b,2018-03-07 01:17:49+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: The USS Lexington, nicknamed ""Lady Lex,"" was crippled during a battle in 1942 and was just found off the coast of Australia, 2…",2018-03-07 01:18:18+00:00,-0.3818,0.0,0.102,0.898
CBS,"RT @CBSNews: The northeast is bracing for round two -- a second major storm in four days; heavy snow, rain and high winds will move into th…",2018-03-07 01:18:21+00:00,0.0,0.0,0.0,1.0
CBS,"@CBSNews Future Socialist.   #whocares #fakenews Michele, don’t go away mad, just #goaway",2018-03-07 01:18:28+00:00,-0.4939,0.0,0.225,0.775
CBS,"RT @CBSNews: “The question that we should be asking is not 'What’s wrong with that child,' it’s 'What happened to that child?' And then hav…",2018-03-07 01:18:31+00:00,0.3724,0.096,0.0,0.904
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:18:36+00:00,-0.4019,0.1,0.199,0.701
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:18:44+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: White House aide Kellyanne Conway violated the Hatch Act on two separate occasions, the Office of Special Counsel concluded, b…",2018-03-07 01:18:51+00:00,-0.1779,0.103,0.13,0.766
CBS,@CBSNews Will he grab it by the pu$&amp;!?,2018-03-07 01:18:52+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: ""I find it hard to believe."" Two grandsons of former U.S. president John Tyler are still around nearly 175 after Tyler became…",2018-03-07 01:19:08+00:00,-0.1027,0.0,0.057,0.943
CBS,"RT @CBSNews: ""I find it hard to believe."" Two grandsons of former U.S. president John Tyler are still around nearly 175 after Tyler became…",2018-03-07 01:19:13+00:00,-0.1027,0.0,0.057,0.943
CBS,"RT @CBSNews: White House aide Kellyanne Conway violated the Hatch Act on two separate occasions, the Office of Special Counsel concluded, b…",2018-03-07 01:19:14+00:00,-0.1779,0.103,0.13,0.766
CBS,"RT @CBSNews: ""I find it hard to believe."" Two grandsons of former U.S. president John Tyler are still around nearly 175 after Tyler became…",2018-03-07 01:19:16+00:00,-0.1027,0.0,0.057,0.943
CBS,"RT @CBSNews: White House aide Kellyanne Conway violated the Hatch Act on two separate occasions, the Office of Special Counsel concluded, b…",2018-03-07 01:19:26+00:00,-0.1779,0.103,0.13,0.766
CBS,"RT @CBSNews: JUST IN: Gary Cohn, Pres. Trump's top economic adviser, to resign; the exit of the Goldman Sachs alum, who has served since th…",2018-03-07 01:19:26+00:00,-0.1531,0.066,0.088,0.846
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:19:33+00:00,-0.4019,0.1,0.199,0.701
CBS,@CBSNews It’s a start.,2018-03-07 01:19:34+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: The little girl who was photographed looking awestruck at Michelle Obama's portrait got to meet -- and dance -- with the forme…,2018-03-07 01:19:37+00:00,0.0,0.0,0.0,1.0
CBS,@CNN @ABC @nbc @MSNBC @CBSNews the sky is falling the sky is falling the sky is falling https://t.co/N8EScen2LM,2018-03-07 01:19:42+00:00,-0.4215,0.0,0.242,0.758
CBS,RT @foodthree2: #全国两会 Please pay attention to 钱旺钱宝wrongly-charged case.南京贪官张敬华，为了侵吞钱旺钱宝数百亿资产，一手遮天，欺上瞒下，置数百万百姓于死地。请中央打掉周永康余孽团伙！@WSJ @CBSNews…,2018-03-07 01:19:44+00:00,0.2263,0.197,0.12,0.684
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:19:45+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews That will help with jobs. Maybe Trump should champion burger flippers,2018-03-07 01:19:50+00:00,0.765,0.398,0.0,0.602
CBS,RT @CBSNews: Florida state Senate has approved new gun legislation in response to last month’s shooting that killed 17 people. The Marjory…,2018-03-07 01:19:51+00:00,-0.6249,0.098,0.24,0.662
CBS,"@CBSNews @MajorCBS He's not scrapping his nuc's... You know hes educated, he knows the history of getting rid of your arsanal and U.S.",2018-03-07 01:20:05+00:00,0.0,0.0,0.0,1.0
CBS,@voxdotcom #KushnerKriminal https://t.co/xFV8UsTfjo @haaretzcom @BBCWorld @CBCWorldNews @FRANCE24 @SkyNews @guardian @Reuters @cnni #TrumpTreason @tictoc @ForeignPolicy @ABC @NBCNews @CBSNews @UniNoticias @TelemundoNews @latimes @LaOpinionLA @washingtonpost @USATODAY @NYDailyNews @MSNBC,2018-03-07 01:20:06+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:20:17+00:00,-0.4019,0.1,0.199,0.701
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:20:21+00:00,-0.4019,0.1,0.199,0.701
CBS,"RT @CBSNews: New numbers out today show America's opioid crisis is getting worse. In 45 states, emergency room visits for opioid overdoses…",2018-03-07 01:20:27+00:00,-0.8689,0.0,0.34,0.66
CBS,"RT @CBSNews: United Airlines swaps out employee bonuses with lottery, employees reportedly unhappy to get chance at cash or prizes instead…",2018-03-07 01:20:34+00:00,0.8225,0.377,0.093,0.53
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:20:38+00:00,-0.4019,0.1,0.199,0.701
CBS,"RT @CBSNews: JUST IN: Gary Cohn, Pres. Trump's top economic adviser, to resign; the exit of the Goldman Sachs alum, who has served since th…",2018-03-07 01:20:46+00:00,-0.1531,0.066,0.088,0.846
CBS,"RT @CBSNews: “The question that we should be asking is not 'What’s wrong with that child,' it’s 'What happened to that child?' And then hav…",2018-03-07 01:20:47+00:00,0.3724,0.096,0.0,0.904
CBS,@CBSNews  https://t.co/oWlkIVQe38,2018-03-07 01:21:03+00:00,0.0,0.0,0.0,1.0
CBS,@cnni @BBCBreaking @AP @Reuters @dwnews @Washingtonpost @FareedZakaria @camanpour @FoxNews @ABC @NBCNews @CBS @CBSNews @guardiannews @hrw @ariannahuff @ZDF @Le_Figaro @lemondefr @TIME @nytimesworld @latimes @WSJ @chicagotribune @LaTribune @RTLFrance @RTLde @RTLNL @HumanRightsTR https://t.co/gsrO9Essr8,2018-03-07 01:21:04+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:21:12+00:00,-0.4019,0.1,0.199,0.701
CBS,@BryanBEEsmith @CBSNews @nancycordes @CBSEveningNews @WhiteHouse This is true and there’s a reason why the most incompetent people end up in bureaucratic positions in our government,2018-03-07 01:21:13+00:00,-0.1513,0.099,0.12,0.78
CBS,RT @CBSThisMorning: A @CBSNews investigation finds child labor being used in the dangerous mining of cobalt in the Democratic Republic of C…,2018-03-07 01:21:15+00:00,-0.4767,0.0,0.134,0.866
CBS,RT @CBSNews: The little girl who was photographed looking awestruck at Michelle Obama's portrait got to meet -- and dance -- with the forme…,2018-03-07 01:21:19+00:00,0.0,0.0,0.0,1.0
CBS,RT @CBSNews: Speculation over Gary Cohn's tenure in the White House ramped up last week after Pres. Trump announced the 25 percent tariff o…,2018-03-07 01:21:23+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews  https://t.co/rJ112zF8gp,2018-03-07 01:21:27+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews Bluewave here we come,2018-03-07 01:21:33+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews that is awesome   congrats and thanks to those first responders,2018-03-07 01:21:34+00:00,0.886,0.565,0.0,0.435
CBS,RT @CBSNews: Texas is holding the first primary of the 2018 midterm election season. Track updates here: https://t.co/TkuvTA3480 https://t.…,2018-03-07 01:21:39+00:00,0.0,0.0,0.0,1.0
CBS,"RT @CBSNews: In 45 states, opioid overdoses rose 30 percent in a year, according to new data from the CDC, indicating that the U.S. is in t…",2018-03-07 01:21:45+00:00,0.0,0.0,0.0,1.0
CBS,@cnni @BBCBreaking @AP @Reuters @dwnews @Washingtonpost @FareedZakaria @camanpour @FoxNews @ABC @NBCNews @CBS @CBSNews @guardiannews @hrw @ariannahuff @ZDF @Le_Figaro @lemondefr @TIME @nytimesworld @latimes @WSJ @chicagotribune @LaTribune @RTLFrance @RTLde @RTLNL @HumanRightsTR https://t.co/1QbydM3CZ3,2018-03-07 01:21:58+00:00,0.0,0.0,0.0,1.0
CBS,@CBSNews Humans against Cruz.,2018-03-07 01:22:13+00:00,0.0,0.0,0.0,1.0
CBS,@RichardPetty357 @CBSNews 😡 Unfortunately you are absolutely correct,2018-03-07 01:22:14+00:00,-0.34,0.0,0.286,0.714
CBS,RT @CBSNews: Texas is holding the first primary of the 2018 midterm election season. Track updates here: https://t.co/TkuvTA3480 https://t.…,2018-03-07 01:22:22+00:00,0.0,0.0,0.0,1.0
CBS,"@GilJime07552359 @washingtonpost @latimes @nytimes @BostonGlobe @AP @Reuters @CNN @MSNBC @abcnews @ABCWorldNews @NBCNews @CBSNews @Christy__P @tedlieu @EdKrassen @krassenstein @mrmgrady Last time I checked, no one we know dodged the draft (snowflake) but the TWIT - in - Chief, oh yah, his feet hurt so he Couldn't go to Vietnam.....",2018-03-07 01:22:23+00:00,-0.7351,0.0,0.126,0.874
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:22:24+00:00,-0.4019,0.1,0.199,0.701
CBS,RT @CBSNews: Surveillance video shows a woman frantically searching for help as her Saint Bernard puppy chokes on food. Watch as first resp…,2018-03-07 01:22:25+00:00,-0.4019,0.1,0.199,0.701
CBS,@CBSNews Heroes,2018-03-07 01:22:29+00:00,0.5106,0.767,0.0,0.233
CBS,RT @CBSNews: CBS News investigates the mining of cobalt used in many lithium ion batteries. More than half the world's cobalt comes from th…,2018-03-07 01:22:29+00:00,0.0,0.0,0.0,1.0
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:57:16+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:57:27+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:57:33+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:57:50+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:57:55+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:58:34+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:58:41+00:00,0.34,0.107,0.0,0.893
BBC,"@WalesRugby Another sport sold off by the @BBC, any chance of a rebate from our tv licence fee???.",2018-03-07 00:58:52+00:00,0.3695,0.137,0.0,0.863
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:58:57+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:58:58+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:59:05+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:59:13+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:59:32+00:00,0.34,0.107,0.0,0.893
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 00:59:41+00:00,0.34,0.107,0.0,0.893
BBC,@dgatterdam @BBC @hu_jia 放屁,2018-03-07 00:59:50+00:00,0.0,0.0,0.0,1.0
BBC,RT @idamaria_pacino: @ioTSC @AFP @CNBC @nytimes @BBC @bobdylan #idampan #SuntVerbaRerum #Marvel #MCU #TonyStiCazzi #RDJ #VincentVanFuckland…,2018-03-07 01:00:05+00:00,0.0,0.0,0.0,1.0
BBC,RT @ioTSC: @idamaria_pacino @AFP @CNBC @nytimes @BBC @bobdylan #idampan #idaTELL #PAN #idaCrowley #idaKant #Kant #SHE #DC #MARVEL  #Invisib…,2018-03-07 01:00:10+00:00,0.0,0.0,0.0,1.0
BBC,RT @ImPAN0: @idamaria_pacino @ioTSC @AFP @CNBC @nytimes @BBC @bobdylan #idampan #idamariapan #idealeconcepts #RDJ #Disney #MCU #PerezPaz #S…,2018-03-07 01:00:14+00:00,0.0,0.0,0.0,1.0
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 01:00:17+00:00,0.34,0.107,0.0,0.893
BBC,RT @idamaria_pacino: @ImPAN0 @ioTSC @AFP @CNBC @nytimes @BBC @bobdylan #idampan #idaKhan #idaBruce #IndioPerez #RDJ #JComey #BruceLee #Spre…,2018-03-07 01:00:19+00:00,0.0,0.0,0.0,1.0
BBC,"RT @BBC: ❤️ Just adorable. 
How would you react if your daughter won an Oscar? 
#TheSilentChild #Oscars https://t.co/ienD3dDtKX",2018-03-07 01:00:20+00:00,0.7845,0.301,0.0,0.699
BBC,RT @idamaria_pacino: @ImPAN0 @ioTSC @AFP @CNBC @nytimes @BBC @bobdylan @RobertDowneyJr @Marvel #idampan #idaTELL #RDJ #StalkerStark #Marvel…,2018-03-07 01:00:23+00:00,0.0,0.0,0.0,1.0
BBC,RT @idamaria_pacino: @ImPAN0 @ioTSC @AFP @CNBC @nytimes @BBC @bobdylan @RobertDowneyJr @Marvel @idamariapan1 @impxyz #idampan #idaTELL #RDJ…,2018-03-07 01:00:27+00:00,0.0,0.0,0.0,1.0
BBC,"RT @ajplus: ""Doctors aren't listening to us.""

Serena Williams, who had a pulmonary embolism while giving birth, told @BBC doctors aren't p…",2018-03-07 01:00:28+00:00,0.34,0.107,0.0,0.893
BBC,RT @ioTSC: @idamaria_pacino @ImPAN0 @AFP @CNBC @nytimes @BBC @bobdylan @RobertDowneyJr @Marvel @idamariapan1 @impxyz @lux_chiara @RobertIge…,2018-03-07 01:00:32+00:00,0.0,0.0,0.0,1.0
